layer,head,cluster,role,p1_box_iou,p1_entropy,p1_mass_in_box,p1_pointing,p1_topk_prec,p3_cond_kld,p5_head_entropy,p5_sink16,p5_sink_stability,p6_occluded_mass,p6_reroute_kld,p8_mass_when_correct
18,585,1,unassigned,0.106756,4.614453,0.134668,0.142500,0.120000,0.146586,0.129674,0.684570,0.976562,0.262418,1.778762,0.000000
18,586,3,cond,0.169465,3.160820,0.546592,0.840000,0.181379,1.052519,0.234189,0.438721,0.958984,0.134794,1.993018,0.000000
18,587,0,unassigned,0.107634,3.961408,0.149721,0.072500,0.121466,0.078697,0.009296,0.922363,0.989746,0.144120,2.567661,0.000000
18,588,1,unassigned,0.084938,4.815160,0.115831,0.302500,0.097069,0.149964,0.036567,0.750000,0.987305,0.184630,1.682935,0.000000
18,589,1,reroute,0.063660,4.027716,0.033203,0.007500,0.072543,0.046257,0.068892,0.675781,0.974609,0.272666,3.342825,0.000000
18,590,1,unassigned,0.072057,4.536210,0.036806,0.015000,0.082888,0.042664,0.023920,0.769043,0.976074,0.288120,2.464925,0.000000
18,591,3,grounding,0.149635,3.939312,0.426251,0.877500,0.162759,0.489480,0.157367,0.417969,0.969238,0.137537,1.861864,0.000000
18,592,3,grounding,0.132724,3.993949,0.398013,0.842500,0.146466,0.228664,0.057504,0.905762,0.983398,0.173370,2.157393,0.000000
18,593,1,unassigned,0.093702,3.603245,0.039364,0.017500,0.106336,0.062476,0.045776,0.865723,0.974121,0.165108,1.916192,0.000000
18,594,3,unassigned,0.137946,4.491564,0.255630,0.802500,0.151509,0.170891,0.038555,0.946777,0.965332,0.190209,1.793286,0.000000
18,595,1,unassigned,0.097783,4.330355,0.076612,0.015000,0.110776,0.060781,0.005923,0.969727,0.977539,0.182243,2.531453,0.000000
18,596,1,unassigned,0.096378,3.815282,0.163041,0.087500,0.109655,0.068743,0.015119,0.919922,0.989258,0.268436,2.158881,0.000000
18,597,0,sink,0.035944,3.279403,0.017825,0.012500,0.041250,0.031530,0.001732,0.978516,0.981934,0.228521,3.419882,0.000000
18,598,1,unassigned,0.054973,4.682023,0.029893,0.022500,0.064181,0.062302,0.034771,0.824707,0.982910,0.290316,2.050010,0.000000
18,599,3,grounding,0.136545,3.250376,0.488639,0.812500,0.150216,0.248983,0.198926,0.490723,0.970215,0.250748,1.581738,0.000000
18,600,0,unassigned,0.098302,3.909123,0.039532,0.020000,0.111336,0.050000,0.009499,0.934570,0.980957,0.242831,3.506538,0.000000
18,601,1,unassigned,0.110624,3.959002,0.055540,0.012500,0.124138,0.060045,0.009917,0.644531,0.975586,0.266267,2.008037,0.000000
18,602,1,unassigned,0.034215,4.581716,0.029421,0.010000,0.040345,0.137113,0.015919,0.685059,0.985352,0.169020,1.958260,0.000000
18,603,1,unassigned,0.030147,3.826499,0.020086,0.020000,0.034784,0.043692,0.002971,0.898438,0.980957,0.244926,2.204790,0.000000
18,604,1,unassigned,0.060459,3.590979,0.035131,0.015000,0.068621,0.087922,0.003323,0.897949,0.977051,0.264706,2.462125,0.000000
18,605,0,sink,0.079533,3.767944,0.042449,0.010000,0.090431,0.029656,0.002193,0.983398,0.985352,0.172266,4.285776,0.000000
18,606,3,cond,0.154913,1.983126,0.678193,0.967500,0.167716,1.035304,0.033185,0.833008,0.987793,0.230588,2.425243,0.000000
18,607,2,cond,0.156471,2.864423,0.595511,0.847500,0.169267,0.641766,0.911643,0.153931,0.885254,0.141835,1.844931,0.000000
19,608,0,unassigned,0.057668,2.670859,0.017161,0.010000,0.066638,0.047137,0.000917,0.984375,0.985840,0.159733,3.701866,0.000000
19,609,1,unassigned,0.084912,4.821348,0.044579,0.012500,0.097284,0.057617,0.030303,0.757324,0.986816,0.182272,1.992940,0.000000
19,610,0,reroute,0.062930,3.455494,0.035577,0.012500,0.073147,0.076153,0.004965,0.948242,0.966309,0.220492,4.346626,0.000000
19,611,1,unassigned,0.107802,3.938220,0.093780,0.017500,0.121724,0.090700,0.005087,0.978027,0.981445,0.189165,2.614734,0.000000
19,612,3,cond,0.144167,2.698434,0.578785,0.905000,0.157414,0.460298,0.095908,0.645508,0.971191,0.143580,1.831772,0.000000
19,613,1,unassigned,0.042142,5.032108,0.051023,0.072500,0.049612,0.099237,0.020006,0.860840,0.974121,0.140575,1.455243,0.000000
19,614,2,cond,0.119084,4.649614,0.182464,0.487500,0.132931,0.564906,0.415357,0.358643,0.946289,0.173334,1.628896,0.000000
19,615,3,unassigned,0.147981,3.711700,0.370406,0.710000,0.161164,0.211549,0.025725,0.913086,0.984375,0.130004,2.250498,0.000000
19,616,3,cond,0.136570,2.842807,0.650061,0.955000,0.150302,0.501925,0.018730,0.960449,0.976074,0.134872,2.008262,0.000000
19,617,3,unassigned,0.121011,3.336965,0.466054,0.925000,0.135000,0.325742,0.023730,0.957031,0.973633,0.151642,1.898248,0.000000
19,618,3,cond,0.150513,2.354689,0.618727,0.827500,0.163664,0.589495,0.026880,0.934082,0.988770,0.181714,1.928783,0.000000
19,619,1,unassigned,0.114660,5.397896,0.054835,0.015000,0.127931,0.036122,0.013774,0.922852,0.990234,0.231660,2.293873,0.000000
19,620,3,unassigned,0.112994,3.114759,0.446145,0.840000,0.127026,0.210217,0.022218,0.944824,0.963867,0.213899,1.418483,0.000000
19,621,0,unassigned,0.130657,4.024487,0.082502,0.015000,0.144095,0.115554,0.015391,0.795898,0.969727,0.219885,2.740155,0.000000
19,622,3,grounding,0.146002,2.713997,0.584596,0.902500,0.159397,0.298459,0.010244,0.914551,0.984863,0.148819,1.895588,0.000000
19,623,3,cond,0.151144,2.029324,0.637126,0.925000,0.164267,0.435918,0.104222,0.680176,0.979980,0.293299,2.857899,0.000000
19,624,1,reroute,0.050900,3.021529,0.022747,0.010000,0.057802,0.046830,0.003767,0.556641,0.979004,0.187251,4.154039,0.000000
19,625,3,grounding,0.139821,2.176470,0.675391,0.945000,0.153319,0.273931,0.067506,0.942871,0.962891,0.210065,1.942572,0.000000
19,626,1,unassigned,0.103846,4.766514,0.109075,0.130000,0.116724,0.184447,0.120827,0.635742,0.978516,0.196015,1.795987,0.000000
19,627,3,grounding,0.140795,2.737073,0.615407,0.870000,0.154397,0.294222,0.162079,0.808105,0.976074,0.190492,1.431842,0.000000
19,628,0,reroute,0.109943,3.857854,0.055774,0.007500,0.123578,0.042009,0.025267,0.876953,0.987793,0.291250,3.148567,0.000000
19,629,3,unassigned,0.133826,3.110611,0.457003,0.897500,0.147629,0.167068,0.003912,0.976074,0.980469,0.222707,2.005762,0.000000
19,630,0,unassigned,0.088857,3.258026,0.036962,0.015000,0.101379,0.030652,0.036488,0.834473,0.985840,0.204861,3.299030,0.000000
19,631,1,unassigned,0.100461,4.665865,0.053268,0.015000,0.113448,0.062447,0.022468,0.895508,0.979492,0.240884,2.728829,0.000000
19,632,0,unassigned,0.106448,3.726306,0.039324,0.010000,0.119828,0.063784,0.006388,0.920410,0.988770,0.201899,2.878811,0.000000
19,633,3,unassigned,0.139307,3.268330,0.552075,0.947500,0.152931,0.174714,0.013633,0.968262,0.978516,0.156518,2.504575,0.000000
19,634,1,unassigned,0.104853,3.750364,0.111837,0.047500,0.118534,0.147000,0.044239,0.889160,0.975098,0.134231,1.944174,0.000000
19,635,3,cond,0.136899,3.811165,0.275864,0.415000,0.150043,0.393690,0.056725,0.657227,0.970703,0.243611,2.015595,0.000000
19,636,0,reroute,0.100152,3.832610,0.082979,0.020000,0.113578,0.035195,0.014384,0.875488,0.988770,0.355373,3.034027,0.000000
19,637,0,reroute,0.099829,2.944344,0.031968,0.010000,0.113319,0.028368,0.020638,0.748047,0.984863,0.334875,3.558601,0.000000
19,638,1,unassigned,0.112669,4.219053,0.129309,0.097500,0.126466,0.056675,0.018309,0.875000,0.993164,0.163626,2.858198,0.000000
19,639,2,unassigned,0.131767,3.565475,0.391384,0.792500,0.145388,0.236528,0.054534,0.419678,0.964355,0.118927,1.355227,0.000000
20,640,3,cond,0.124103,3.136650,0.503518,0.890000,0.137931,0.709884,0.070601,0.786133,0.970215,0.200724,1.620250,0.000000
20,641,3,grounding,0.144715,3.556125,0.465937,0.895000,0.158103,0.437584,0.034611,0.934570,0.991211,0.139490,1.449122,0.000000
20,642,1,unassigned,0.072255,4.804915,0.056380,0.015000,0.084138,0.048567,0.017123,0.881348,0.970703,0.258601,2.560810,0.000000
20,643,3,unassigned,0.103067,3.970381,0.357103,0.887500,0.116638,0.307917,0.059178,0.761230,0.980957,0.112617,1.486136,0.000000
20,644,1,unassigned,0.059076,4.057354,0.028549,0.010000,0.067888,0.048698,0.020059,0.856934,0.977051,0.197291,1.761470,0.000000
20,645,1,unassigned,0.099526,4.644597,0.167429,0.560000,0.112716,0.256348,0.072062,0.718750,0.972168,0.148183,1.493739,0.000000
20,646,0,reroute,0.096715,4.116936,0.034840,0.015000,0.109741,0.051341,0.044266,0.746094,0.987305,0.316400,2.677577,0.000000
20,647,1,unassigned,0.095507,4.631729,0.122697,0.207500,0.108707,0.102895,0.045003,0.712891,0.975098,0.208277,1.319438,0.000000
20,648,3,unassigned,0.113021,3.583026,0.388171,0.820000,0.126767,0.318640,0.116018,0.884766,0.979004,0.112712,1.187711,0.000000
20,649,0,reroute,0.111490,3.992012,0.047085,0.017500,0.125302,0.052830,0.013214,0.908691,0.980957,0.293094,3.048459,0.000000
20,650,3,cond,0.120050,1.731519,0.657255,0.877500,0.133879,0.474643,0.047938,0.883301,0.974609,0.163261,1.852399,0.000000
20,651,2,unassigned,0.099735,4.556839,0.195410,0.622500,0.113233,0.282593,0.227378,0.693359,0.974121,0.270146,1.593010,0.000000
20,652,2,unassigned,0.088037,4.546755,0.166075,0.480000,0.100819,0.341944,0.246567,0.379150,0.935547,0.129659,1.332390,0.000000
20,653,1,unassigned,0.063197,4.616614,0.046689,0.010000,0.073621,0.158254,0.021505,0.777344,0.977539,0.184061,1.820944,0.000000
20,654,1,unassigned,0.093917,4.493812,0.155806,0.422500,0.107198,0.205539,0.010661,0.970215,0.976562,0.108862,1.298577,0.000000
20,655,1,unassigned,0.059560,4.836715,0.057235,0.027500,0.069440,0.121477,0.004982,0.758789,0.987793,0.201770,1.695091,0.000000
20,656,0,reroute,0.083511,4.712058,0.039718,0.010000,0.094871,0.043432,0.021425,0.807129,0.974121,0.240201,3.059614,0.000000
20,657,1,unassigned,0.098209,4.405675,0.119943,0.152500,0.111638,0.177041,0.046008,0.944824,0.963379,0.154396,1.337835,0.000000
20,658,1,unassigned,0.106025,4.048464,0.245318,0.532500,0.119828,0.190420,0.053642,0.759766,0.984375,0.108788,1.254902,0.000000
20,659,0,reroute,0.079514,2.811215,0.028608,0.020000,0.091595,0.041013,0.003971,0.913574,0.982422,0.391889,4.094475,0.000000
20,660,3,cond,0.096799,3.680155,0.354100,0.740000,0.110043,0.368625,0.008679,0.870117,0.989258,0.187435,1.752244,0.000000
20,661,0,unassigned,0.113062,4.715082,0.197160,0.455000,0.126724,0.047355,0.003936,0.933594,0.986328,0.265326,2.097409,0.000000
20,662,1,unassigned,0.107812,4.743261,0.153319,0.185000,0.121638,0.039724,0.024073,0.875488,0.994141,0.144092,1.727256,0.000000
20,663,1,unassigned,0.075844,4.967531,0.045199,0.020000,0.088060,0.031219,0.051300,0.910645,0.981934,0.191632,2.078446,0.000000
20,664,0,unassigned,0.100282,3.865720,0.041242,0.010000,0.113448,0.042590,0.011320,0.764648,0.983887,0.208460,3.145880,0.000000
20,665,1,unassigned,0.105283,4.727566,0.067732,0.027500,0.118793,0.117597,0.075653,0.827637,0.992188,0.253551,1.764448,0.000000
20,666,0,unassigned,0.098645,4.057917,0.076071,0.010000,0.111810,0.069831,0.007261,0.943359,0.962891,0.173593,3.397747,0.000000
20,667,3,grounding,0.147125,3.132430,0.502093,0.815000,0.160474,0.312819,0.036770,0.936523,0.984375,0.213014,1.642314,0.000000
20,668,3,reroute,0.139606,3.721073,0.220480,0.267500,0.153276,0.337298,0.100993,0.926270,0.989746,0.307518,2.508385,0.000000
20,669,3,grounding,0.126719,2.940908,0.472861,0.832500,0.140603,0.369231,0.025008,0.966797,0.981445,0.165332,1.837829,0.000000
20,670,3,grounding,0.150544,3.196754,0.531492,0.917500,0.163664,0.238153,0.044729,0.868652,0.975098,0.146725,1.390158,0.000000
20,671,2,unassigned,0.127524,4.698307,0.202910,0.395000,0.141379,0.088368,0.135132,0.199829,0.965820,0.169129,1.098262,0.000000
21,672,1,unassigned,0.113199,4.350356,0.093846,0.015000,0.126810,0.057894,0.004315,0.977539,0.980957,0.157186,1.638977,0.000000
21,673,3,cond,0.133911,2.716268,0.571845,0.912500,0.147629,0.373868,0.017091,0.958008,0.974121,0.110912,1.597519,0.000000
21,674,1,unassigned,0.122285,4.445300,0.120077,0.062500,0.135991,0.053726,0.008456,0.972168,0.976562,0.169583,1.636756,0.000000
21,675,0,unassigned,0.098621,3.605287,0.089135,0.040000,0.112155,0.053413,0.015408,0.956543,0.972168,0.202159,2.701528,0.000000
21,676,3,grounding,0.128146,3.500094,0.459802,0.922500,0.142069,0.204376,0.048225,0.923828,0.990723,0.113236,1.285499,0.000000
21,677,3,grounding,0.141553,3.138887,0.508551,0.755000,0.155043,0.154977,0.020118,0.957031,0.973145,0.164924,1.623573,0.000000
21,678,0,unassigned,0.114274,3.810156,0.067393,0.012500,0.128060,0.034209,0.007094,0.945801,0.963379,0.168860,3.082325,0.000000
21,679,1,unassigned,0.092122,4.546945,0.057319,0.010000,0.105302,0.045006,0.021352,0.829102,0.991699,0.215650,1.755531,0.000000
21,680,1,unassigned,0.097007,3.654065,0.049348,0.010000,0.109871,0.048571,0.007096,0.846680,0.985352,0.180334,1.779966,0.000000
21,681,1,unassigned,0.108486,4.383214,0.195564,0.520000,0.122284,0.281667,0.027254,0.916992,0.987305,0.100333,1.602577,0.000000
21,682,2,unassigned,0.125243,4.233809,0.243958,0.537500,0.138966,0.282256,0.115140,0.359375,0.955566,0.188999,1.703960,0.000000
21,683,1,unassigned,0.078797,4.270334,0.035532,0.010000,0.090517,0.038691,0.014079,0.963379,0.977539,0.176711,2.856940,0.000000
21,684,1,unassigned,0.053067,4.447466,0.047038,0.037500,0.061466,0.070547,0.014448,0.922363,0.989746,0.193456,2.408499,0.000000
21,685,2,grounding,0.138507,3.629894,0.413407,0.665000,0.152069,0.235873,0.271160,0.707520,0.971680,0.281236,1.659092,0.000000
21,686,1,unassigned,0.110638,4.362835,0.125480,0.152500,0.123319,0.086023,0.040388,0.344238,0.975098,0.150182,0.861028,0.000000
21,687,3,unassigned,0.090577,3.674475,0.344775,0.872500,0.103922,0.163793,0.010925,0.971680,0.977051,0.111595,1.460813,0.000000
21,688,3,cond,0.134380,3.265909,0.470607,0.877500,0.148190,0.504403,0.038908,0.912109,0.983398,0.139294,1.668452,0.000000
21,689,0,reroute,0.097299,4.131744,0.053025,0.020000,0.110129,0.047000,0.013317,0.823730,0.991211,0.221893,2.966584,0.000000
21,690,0,reroute,0.106078,3.459379,0.038275,0.010000,0.119181,0.063447,0.020716,0.934082,0.986328,0.220485,2.966386,0.000000
21,691,1,unassigned,0.065783,4.205229,0.033639,0.020000,0.077112,0.034528,0.026612,0.817383,0.991211,0.259874,1.951438,0.000000
21,692,1,reroute,0.070630,4.623192,0.039955,0.010000,0.081853,0.039346,0.024602,0.879395,0.980469,0.277490,2.945925,0.000000
21,693,0,unassigned,0.103698,3.787842,0.048670,0.010000,0.117069,0.034232,0.017934,0.934570,0.979004,0.198816,3.024371,0.000000
21,694,0,unassigned,0.058226,3.207117,0.030816,0.012500,0.067069,0.083007,0.001850,0.968262,0.976562,0.137197,3.615852,0.000000
21,695,1,reroute,0.057590,3.953210,0.036613,0.012500,0.067802,0.077954,0.014335,0.934570,0.988770,0.203227,3.318391,0.000000
21,696,1,unassigned,0.071776,4.378544,0.064960,0.022500,0.083147,0.099630,0.016729,0.935547,0.984863,0.186870,2.353185,0.000000
21,697,1,unassigned,0.095499,4.884570,0.086964,0.055000,0.107457,0.087696,0.032312,0.310303,0.979492,0.145058,0.885998,0.000000
21,698,3,cond,0.137532,3.446394,0.445347,0.800000,0.151207,0.364491,0.067123,0.898438,0.980957,0.140273,1.523771,0.000000
21,699,3,unassigned,0.109897,3.248546,0.428730,0.912500,0.123793,0.278319,0.034071,0.957520,0.973633,0.157966,1.425404,0.000000
21,700,3,cond,0.134386,2.707778,0.584721,0.910000,0.148060,0.414903,0.020001,0.947266,0.966309,0.161285,1.494585,0.000000
21,701,3,unassigned,0.104690,3.379482,0.433227,0.915000,0.118534,0.219356,0.031111,0.946777,0.964844,0.159714,1.657043,0.000000
21,702,3,cond,0.131877,2.217329,0.626325,0.922500,0.145560,0.405749,0.029266,0.973145,0.979004,0.276137,2.814750,0.000000
21,703,1,unassigned,0.087285,3.958112,0.263480,0.770000,0.100345,0.299808,0.036487,0.872070,0.988770,0.104205,1.678360,0.000000
22,704,1,unassigned,0.066626,3.138436,0.023240,0.007500,0.077457,0.052035,0.007260,0.891113,0.975098,0.231692,2.557218,0.000000
22,705,0,unassigned,0.071728,3.142270,0.031793,0.010000,0.083190,0.054099,0.009113,0.946777,0.964355,0.216553,2.740589,0.000000
22,706,1,reroute,0.065874,3.196098,0.030097,0.017500,0.076767,0.034880,0.025215,0.628418,0.962891,0.361405,3.089198,0.000000
22,707,1,unassigned,0.047639,4.993483,0.034727,0.010000,0.056638,0.022067,0.057577,0.935547,0.990723,0.179325,2.530028,0.000000
22,708,1,unassigned,0.068770,3.554277,0.035674,0.012500,0.079397,0.078231,0.004809,0.950195,0.967773,0.169291,2.364502,0.000000
22,709,1,unassigned,0.069460,4.324159,0.035684,0.012500,0.080948,0.061010,0.026389,0.922363,0.990234,0.228760,2.219658,0.000000
22,710,3,unassigned,0.117020,3.844068,0.385942,0.877500,0.130948,0.108061,0.008661,0.968262,0.976074,0.166184,0.957435,0.000000
22,711,3,unassigned,0.118447,3.800322,0.169369,0.190000,0.132112,0.125578,0.030834,0.879883,0.976562,0.133635,1.614917,0.000000
22,712,3,grounding,0.119074,2.954815,0.490128,0.880000,0.132974,0.219062,0.052005,0.758301,0.987305,0.132744,1.328168,0.000000
22,713,3,grounding,0.125096,3.094971,0.512656,0.902500,0.139009,0.263065,0.030826,0.912109,0.983398,0.172281,1.605707,0.000000
22,714,0,unassigned,0.077612,2.850504,0.038289,0.015000,0.089138,0.158392,0.005553,0.933105,0.989258,0.157559,2.960500,0.000000
22,715,2,unassigned,0.108077,3.469648,0.187306,0.272500,0.120991,0.157534,0.020578,0.661133,0.970215,0.211079,2.245142,0.000000
22,716,1,unassigned,0.065348,4.684621,0.040463,0.010000,0.074655,0.048998,0.014146,0.817871,0.989258,0.186599,2.332774,0.000000
22,717,0,unassigned,0.106778,3.496436,0.056394,0.010000,0.119784,0.029780,0.006362,0.914551,0.984375,0.144960,3.361844,0.000000
22,718,1,unassigned,0.083752,4.084179,0.073594,0.025000,0.095388,0.065502,0.008648,0.925781,0.992188,0.184637,2.188112,0.000000
22,719,0,reroute,0.085694,2.747762,0.022309,0.012500,0.098319,0.032757,0.004333,0.977539,0.980957,0.188281,4.426078,0.000000
22,720,1,cond,0.072679,3.651649,0.270152,0.670000,0.084310,0.354817,0.034433,0.913086,0.983398,0.164712,1.781098,0.000000
22,721,3,grounding,0.122441,2.603737,0.591599,0.907500,0.136422,0.197362,0.092911,0.886230,0.977539,0.117897,0.811018,0.000000
22,722,0,unassigned,0.105136,3.529478,0.040268,0.010000,0.118362,0.038518,0.011523,0.887695,0.973145,0.179396,2.643971,0.000000
22,723,3,cond,0.107831,2.561060,0.531978,0.855000,0.121681,0.403988,0.064734,0.844238,0.978027,0.092161,1.765475,0.000000
22,724,1,unassigned,0.081397,3.842160,0.090325,0.050000,0.093922,0.111568,0.006074,0.970215,0.976074,0.196801,2.438783,0.000000
22,725,1,unassigned,0.070767,3.602410,0.048785,0.010000,0.079957,0.086133,0.003750,0.944336,0.963379,0.153428,1.850917,0.000000
22,726,3,cond,0.116207,1.869057,0.684201,0.930000,0.130172,0.363616,0.015224,0.958496,0.974121,0.114470,1.673705,0.000000
22,727,3,grounding,0.134121,2.725855,0.537692,0.892500,0.147888,0.201674,0.022087,0.972656,0.978027,0.118036,1.505302,0.000000
22,728,3,grounding,0.116063,2.681110,0.534107,0.897500,0.129828,0.195240,0.018774,0.964355,0.976562,0.205539,1.584163,0.000000
22,729,1,unassigned,0.104594,4.034898,0.117361,0.077500,0.116164,0.138256,0.013769,0.891602,0.975098,0.157709,1.850845,0.000000
22,730,1,unassigned,0.048128,3.926586,0.044190,0.025000,0.055431,0.247850,0.002378,0.957520,0.973633,0.163247,1.615871,0.000000
22,731,2,cond,0.069671,2.716707,0.499884,0.870000,0.081509,0.344868,0.143416,0.876465,0.987793,0.106436,1.481246,0.000000
22,732,0,unassigned,0.083233,3.531609,0.040620,0.010000,0.095431,0.050853,0.008246,0.970703,0.976562,0.161857,2.522618,0.000000
22,733,0,unassigned,0.088189,2.531396,0.047835,0.010000,0.101121,0.050502,0.005545,0.977051,0.980469,0.143958,3.611060,0.000000
22,734,3,cond,0.117770,2.784941,0.577286,0.955000,0.131509,0.597461,0.071806,0.841309,0.983398,0.156933,1.942486,0.000000
22,735,0,reroute,0.086533,2.553370,0.274738,0.395000,0.099698,0.044507,0.022777,0.934570,0.997070,0.344868,3.370499,0.000000
23,736,3,unassigned,0.089325,3.671443,0.353215,0.832500,0.102500,0.153586,0.027444,0.903809,0.982422,0.144268,1.310038,0.000000
23,737,1,unassigned,0.065824,3.743712,0.040644,0.010000,0.076983,0.093933,0.004532,0.947754,0.965332,0.183473,3.381251,0.000000
23,738,1,unassigned,0.066055,3.662563,0.033675,0.010000,0.077155,0.045943,0.020210,0.944824,0.967285,0.164065,3.082021,0.000000
23,739,2,unassigned,0.065984,4.766437,0.046648,0.010000,0.075690,0.075845,0.121965,0.322998,0.967285,0.143766,1.127676,0.000000
23,740,1,unassigned,0.090693,3.862723,0.052436,0.010000,0.102069,0.053459,0.013160,0.553223,0.977051,0.178560,2.213652,0.000000
23,741,1,unassigned,0.094984,3.883049,0.040927,0.007500,0.106681,0.041787,0.007080,0.797852,0.967773,0.196237,2.531107,0.000000
23,742,1,unassigned,0.104987,4.335796,0.048282,0.007500,0.118319,0.033311,0.050833,0.817871,0.993164,0.188025,2.654732,0.000000
23,743,3,grounding,0.109003,2.788270,0.546696,0.940000,0.122802,0.161900,0.008893,0.969727,0.975098,0.154877,1.307271,0.000000
23,744,3,cond,0.121902,2.711981,0.551619,0.892500,0.135948,0.294585,0.024803,0.940430,0.968262,0.108945,1.408630,0.000000
23,745,3,grounding,0.137518,3.411806,0.418912,0.717500,0.151121,0.076484,0.084203,0.834961,0.985840,0.232408,1.396470,0.000000
23,746,1,unassigned,0.070424,3.294161,0.028498,0.022500,0.081422,0.037376,0.008012,0.849121,0.979980,0.279618,2.415619,0.000000
23,747,1,unassigned,0.065082,4.352188,0.045206,0.010000,0.075431,0.062044,0.022387,0.915527,0.985840,0.169758,2.549773,0.000000
23,748,0,unassigned,0.101784,3.055975,0.040018,0.022500,0.114526,0.034803,0.003359,0.939453,0.969727,0.280406,2.408500,0.000000
23,749,0,unassigned,0.076750,3.115849,0.029914,0.007500,0.088147,0.032283,0.011256,0.948242,0.967773,0.173088,3.706452,0.000000
23,750,1,unassigned,0.099281,4.490306,0.049691,0.010000,0.112586,0.046936,0.026517,0.914062,0.984863,0.257989,2.359482,0.000000
23,751,0,unassigned,0.099570,3.294743,0.071333,0.020000,0.113060,0.036423,0.011981,0.965332,0.979492,0.159010,2.731050,0.000000
23,752,3,unassigned,0.096670,4.579697,0.207987,0.687500,0.110000,0.106583,0.009083,0.942383,0.962891,0.096319,0.720902,0.000000
23,753,2,grounding,0.123740,4.467408,0.150801,0.140000,0.137672,0.127871,0.092764,0.781250,0.967773,0.191725,1.051438,0.000000
23,754,1,unassigned,0.061830,3.700137,0.032184,0.012500,0.071034,0.049641,0.003421,0.757324,0.988770,0.199632,2.202287,0.000000
23,755,1,unassigned,0.090776,4.152790,0.052899,0.015000,0.102888,0.070928,0.013186,0.951172,0.968262,0.224329,2.278677,0.000000
23,756,3,cond,0.109790,2.613107,0.556294,0.897500,0.123707,0.294953,0.040141,0.880371,0.979492,0.100869,1.617410,0.000000
23,757,0,unassigned,0.118743,3.379198,0.060182,0.007500,0.132241,0.025533,0.012178,0.957520,0.973633,0.157362,3.768330,0.000000
23,758,0,unassigned,0.086731,3.531317,0.058677,0.010000,0.099353,0.025027,0.009103,0.961914,0.977051,0.170941,3.780110,0.000000
23,759,0,reroute,0.090970,2.939785,0.033741,0.010000,0.103922,0.021374,0.006394,0.963867,0.978027,0.172707,4.528880,0.000000
23,760,1,unassigned,0.090424,4.180112,0.059806,0.010000,0.103362,0.070954,0.008774,0.944336,0.961914,0.180568,2.492800,0.000000
23,761,1,unassigned,0.089475,3.532879,0.038370,0.012500,0.101638,0.067947,0.013207,0.950684,0.968750,0.182282,1.816988,0.000000
23,762,0,unassigned,0.091410,3.940125,0.050178,0.012500,0.102802,0.026273,0.005512,0.939453,0.968262,0.198898,3.542224,0.000000
23,763,1,unassigned,0.073832,4.681401,0.037781,0.010000,0.084612,0.041833,0.008772,0.874512,0.987793,0.201364,1.944033,0.000000
23,764,0,reroute,0.084512,2.689712,0.048679,0.040000,0.096509,0.110122,0.023169,0.585938,0.961914,0.384552,3.936783,0.000000
23,765,3,grounding,0.131650,4.449816,0.209878,0.325000,0.145302,0.046420,0.019819,0.908691,0.982910,0.181784,1.155135,0.000000
23,766,3,unassigned,0.105923,3.972681,0.196313,0.212500,0.119526,0.058562,0.018265,0.970215,0.976562,0.135027,1.963439,0.000000
23,767,2,cond,0.092375,3.622746,0.327467,0.802500,0.105474,0.272656,0.145561,0.783203,0.971680,0.150231,1.468787,0.000000
24,768,0,unassigned,0.075225,3.800725,0.037233,0.015000,0.085862,0.041565,0.005912,0.957520,0.973633,0.169187,2.845421,0.000000
24,769,3,cond,0.131014,3.942458,0.271818,0.475000,0.144828,0.297486,0.164577,0.707031,0.969727,0.201243,1.329897,0.000000
24,770,0,unassigned,0.103416,3.267213,0.053442,0.010000,0.117026,0.033573,0.008399,0.957031,0.972656,0.148124,3.180245,0.000000
24,771,3,grounding,0.124255,2.279017,0.685795,0.955000,0.138190,0.212166,0.072478,0.912598,0.984863,0.102571,1.407455,0.000000
24,772,3,unassigned,0.117006,3.268029,0.449228,0.880000,0.130776,0.152339,0.044301,0.834473,0.987793,0.143830,1.250654,0.000000
24,773,1,unassigned,0.067901,5.405740,0.084444,0.297500,0.079569,0.036555,0.019027,0.860352,0.974609,0.244526,1.528046,0.000000
24,774,0,reroute,0.085647,3.471787,0.071930,0.015000,0.095474,0.158337,0.001817,0.609863,0.976074,0.249436,3.137624,0.000000
24,775,1,unassigned,0.040967,4.799305,0.026642,0.010000,0.048276,0.035584,0.035057,0.328857,0.968262,0.196498,0.993140,0.000000
24,776,3,cond,0.113625,2.777526,0.572405,0.940000,0.127371,0.310938,0.024220,0.926758,0.994141,0.173540,1.199703,0.000000
24,777,0,unassigned,0.107469,3.854094,0.058460,0.010000,0.120991,0.044420,0.031120,0.921387,0.990723,0.171939,2.162205,0.000000
24,778,1,unassigned,0.069956,3.785308,0.032522,0.012500,0.080345,0.076469,0.004315,0.912598,0.983398,0.290161,1.883767,0.000000
24,779,3,unassigned,0.097557,1.725430,0.731497,0.952500,0.111164,0.237959,0.014158,0.969727,0.976074,0.102113,1.507686,0.000000
24,780,0,unassigned,0.109007,3.903103,0.115938,0.032500,0.122629,0.026374,0.006090,0.944336,0.961914,0.158012,3.285082,0.000000
